87.53,169.24,86.759
95.713,145.67,63.658
85.637,114.57,45.288
92.33,91.284,-3.6032
90.878,62.903,-2.3452
90.54,36.507,28.866
90.54,36.507,28.866
93.666,34.665,28.886
97.528,37.351,27.668
100.32,33.197,26.985
103.96,34.61,25.613
107.27,33.726,23.337
90.722,75.498,10.638
88.025,75.092,8.3429
88.262,74.956,8.3097
85.366,74.533,5.8609
84.619,74.306,5.0691
83,74,3.6056
87.53,169.24,86.759
77.284,181.44,72.259
76.294,198.95,55.417
63.364,209.74,41.88
61.142,226.43,24.168
52.5,239.64,11.368
90.54,36.507,28.866
87.49,35.682,27.981
84.645,34.701,25.539
81.709,32.417,26.525
78.335,34.121,24.472
75.304,33.238,22.313
87.755,168.58,86.111
79.811,156.78,76.255
77.015,142.45,57.829
63.267,134.05,47.217
57.536,121.41,32.362
48.5,110.5,19.039
89.957,36.345,28.676
87.732,39.442,25.188
85.593,42.117,21.671
83.361,45.242,18.186
81.194,48.058,14.679
79,51,11.18
87.53,169.24,86.759
94.171,183.61,72.061
97.547,199.42,54.359
106.5,212.71,42.059
109.36,228.85,23.652
117.5,242.5,10.512
87.754,168.58,86.112
82.926,168.6,84.756
78.921,167.66,76.313
73.902,168.89,75.566
69.753,167.06,69.281
65.25,166.5,65.252
89.066,163.64,81.481
97.01,155.16,76.781
100.26,146.06,58.346
109.32,138.15,54.816
114.35,129.42,41.205
121,121,31.623
93.42,158.35,76.979
96.214,148.99,67.693
99.35,139.91,58.17
102.29,130.6,48.731
104.93,121.28,39.194
108.5,112.25,30.254
86.823,170.12,85.729
86.519,172.83,83.468
85.83,175.35,80.328
85.563,178.08,78.122
84.961,180.66,75.284
84.5,183.3,72.702
