83.458,79.992,61.542
80.822,110.32,70.673
82.902,140.37,59.06
99.798,171.74,31.124
71.251,200.53,56.768
79.692,231.38,14.28
85.954,156.11,50.382
90.811,156.37,47.459
86.076,156.68,49.544
91.586,156.93,46.28
90.068,157.22,46.685
91.4,157.5,45.603
83.458,79.992,61.542
88.154,76.916,56.781
92.952,73.884,52.289
97.143,70.203,47.472
101.9,67.023,43.462
105.75,62.93,39.065
83.652,119.56,61.319
69.608,121.35,58.737
60.797,129.49,39.655
48.592,124.25,35.511
34.251,129.97,24.904
25.5,120.5,14.577
83.458,79.992,61.542
82.282,72.438,54.894
83.049,64.44,48.907
85.181,57.588,40.44
83.715,48.948,35.464
87.667,42.333,28.057
82.984,72.322,54.945
81.044,69.564,51.929
80.233,66.789,48.806
78.215,64.033,45.797
77.025,61.264,42.71
75.5,58.5,39.655
105.75,62.93,39.065
108.03,61.626,36.629
110.31,60.323,34.193
112.59,59.02,31.757
114.87,57.716,29.321
117.15,56.413,26.885
83.305,81.824,62.064
77.6,78.68,58.982
77.584,76.033,53.262
71.14,73.209,50.406
69.98,69.605,45.457
66.5,66.5,41.382
81.689,194.94,39.904
86.768,197.29,44.696
86.154,197.86,31.383
91.033,201.11,37.324
92.162,202.5,30.061
94.833,204.61,28.154
83.898,122.58,60.567
92.605,125.07,59.824
100.26,129.48,40.241
110.46,128.33,41.235
117.29,135.05,28.065
125.5,138.5,20.555
105.75,62.93,39.065
106.39,61.312,37.411
107.37,59.82,35.821
107.47,57.992,34.062
108.25,56.424,32.433
108.75,54.75,30.751
55.198,125.93,40.081
51.968,130.06,36.502
48.669,130.35,32.076
45.443,134.73,28.555
42.167,136.31,24.413
38.912,139.03,20.523
80.171,202.98,37.036
77.902,203.14,39.01
78.72,204.29,33.738
76.205,204.32,36.206
75.985,205.13,33.365
74.833,205.62,32.676
81.194,197.52,39.069
77.356,198.4,41.356
72.34,199.24,27.955
68.602,200.24,31.331
64.027,201.31,23.24
59.833,202.5,19.84
