126.3,86.558,59.562
129.62,91.35,57.194
132.51,97.227,52.363
134.9,102.45,51.293
137.38,108.22,49.696
139.93,113.73,47.796
126.3,86.558,59.562
114.08,74.146,47.244
82.584,74.248,55.32
103.75,37.995,24.468
82.88,29.421,23.126
71.833,15.5,4.8591
126.47,86.809,59.436
145.64,69.624,39.973
165.54,55.949,46.687
182.26,35.929,4.9465
202.9,21.171,4.4844
219.5,5.5,1.5811
126.3,86.558,59.562
113.92,98.215,45.815
99.807,105.55,28.87
93.328,126.35,10.62
78.207,131.68,20.394
68.534,145.61,13.539
139.93,113.73,47.796
151.35,120.2,40.106
157.66,131.87,29.861
176.41,130.26,24.003
180.03,144.98,14.196
189.5,153.5,4.5277
68.534,145.61,13.539
54.113,156.17,0.57986
42.495,169.89,6.8516
35.53,189.76,1.5383
44.249,207.8,3.0362
40,225.5,6.0208
77.675,135.36,16.445
73.936,131.16,16.641
76.912,133.48,12.633
72.715,128.84,13.115
73.438,128.97,10.518
72.167,127.17,9.1684
139.93,113.73,47.796
136.29,119.09,42.451
137.53,127.78,37.65
129.18,130.16,31.866
125.31,135.16,25.932
122.27,141.18,19.864
40,225.5,6.0208
41.352,229.66,4.9336
47.237,233,-2.391
41.287,239.31,7.2898
43.522,242.68,0.2479
43.5,247.5,1.5811
68.534,145.61,13.539
63.247,145.05,8.9523
59.061,136.26,2.0524
54.095,139.82,1.6606
46.954,140.98,2.8675
43.9,144.9,2.1024
66,147.54,11.46
69.926,154.46,9.1837
65.357,156.03,1.5632
67.879,163.43,1.038
65.214,166.47,2.6757
61.833,169.5,1.9003
104.42,70.469,48.248
98.621,74.729,44.739
96.84,75.109,38.617
90.331,78.994,35.312
87.284,80.796,30.061
83.346,84.192,25.567
81.888,131.22,17.235
86.215,135.69,12.282
84.813,139.41,10.974
94.612,140.79,2.1512
92.65,146.25,5.4318
94.5,150.5,1.5811
108.84,102.26,38.726
99.754,103.49,30.82
92.182,107.41,20.397
82.454,105.04,14.568
75.2,112.71,2.6315
66.5,112.5,1.5811
77.03,136,16.337
70.726,131.83,14.788
71.426,134.7,9.4456
65.467,126.85,8.0306
62.813,131.6,5.0015
59,130.5,2.5
40,225.5,6.0208
39.247,225.37,5.5705
38.614,225.98,5.0148
37.874,225.94,4.5525
37.199,226.29,4.0334
36.5,226.5,3.5355
