103.5,126.21,36.792
97.929,115.5,34.492
84.465,111.42,24.719
74.277,107.98,35.277
68.502,95.038,22.558
57.379,90.435,24.383
103.5,126.21,36.792
108.26,129.5,33.349
113.91,131.31,32.11
118.19,135.41,27.996
123.12,138.4,29.124
127.77,141.83,28.602
127.77,141.83,28.602
152.08,135.18,11.073
173.72,160.98,25.72
198.08,150.91,16.087
222.66,143.31,6.2807
242.5,135.7,3.7336
57.379,90.435,24.383
53.504,85.034,21.318
52.455,76.028,17.46
45.45,75.357,17.564
44.501,63.978,22.545
37.278,63.389,22.03
103.5,126.21,36.792
101.52,138.78,21.036
46.647,166.82,13.687
111.7,162.6,2.2626
97.429,210.47,9.5011
76,205,7
127.77,141.83,28.602
126.94,154.34,20.842
129.71,165.5,18.275
140.42,174.26,-1.0404
138.67,188.74,7.0386
136.8,199.8,8.2024
57.379,90.435,24.383
48.786,95.761,17.795
40.661,98.25,2.778
39.578,121.02,8.5471
23.935,105.82,3.1413
15.583,108.58,5.5985
37.278,63.389,22.03
32.078,58.412,18.808
26.456,65.119,15.237
19.808,58.426,9.77
13.244,62.149,9.3812
11,68,5
37.278,63.389,22.03
33.992,67.887,16.819
28.739,73.192,13.302
27.087,74.74,5.4369
21.197,84.438,8.7272
15.875,80,4.002
136.8,199.8,8.2024
134.57,201.07,7.4643
131.92,200.14,5.8787
129.61,202.85,8.7407
127.21,200.62,4.9215
124.73,200.68,3.7488
32.783,61.502,19.192
30.867,57.571,16.042
29.764,55.278,13.139
24.936,52.689,10.254
25.387,48.922,7.3318
24.192,45.423,4.4273
102.83,125.04,36.499
105.07,122.92,34.816
106.61,121.87,31.728
108.39,119.25,30.027
109.64,117.38,27.288
111.25,115.33,25.003
38.674,63.681,22.05
39.054,61.721,22.12
39.442,62.067,19.835
39.822,59.949,20.066
40.208,59.522,18.571
40.591,58.409,17.776
76.554,105.3,28.794
74.009,107.94,28.644
74.275,107.02,25.031
71.228,109.48,25.038
70.557,109.76,22.588
68.9,110.9,21.129
91.271,184.19,7.9989
96.352,182.61,12.575
91.394,184.72,4.7899
97.188,183.22,10.065
95.595,184.07,6.4356
97,184,6.4031
76,205,7
75.9,205.1,6.9038
75.8,205.2,6.8077
75.7,205.3,6.7115
75.6,205.4,6.6154
75.5,205.5,6.5192
76,205,7
75.9,204.9,6.9038
75.8,204.8,6.8077
75.7,204.7,6.7115
75.6,204.6,6.6154
75.5,204.5,6.5192
136.8,199.8,8.2024
138.14,201.07,6.97
139.3,202.56,5.4366
140.93,203.48,4.5548
141.83,205.3,2.7325
143.5,206.17,1.9
84.953,154.17,16.727
82.883,152.17,17.913
82.514,155.08,13.318
80.34,152.57,14.872
79.43,153.41,12.151
78,153,11.18
132.52,166.08,13.565
136.7,165.98,11.933
136.38,167.73,8.93
140.8,167.71,7.9827
142,168.82,5.4008
144.5,169.5,3.5355
