108.34,81.612,58.658
97.562,103.56,64.312
126.3,127.8,65.033
91.265,148.8,55.273
118.08,173.28,42.101
109.94,195.53,40.945
108.34,81.612,58.658
113.81,77.326,52.87
119.79,73.685,47.74
125.4,68.981,42.819
127.37,61.777,35.839
131.04,55.955,29.955
109.94,195.53,40.945
111.2,203.49,36.12
111.27,211.65,27.595
110.09,219.63,23.797
109.39,227.63,14.697
108.58,235.67,7.7208
108.34,81.612,58.658
106.47,75.429,53.076
106.92,68.975,48.234
103.31,62.981,43.163
103.14,56.453,38.627
104.49,50.149,33.011
108.59,127.23,60.038
91.525,128.29,49.005
80.715,140.79,36.647
67.638,129.87,22.183
47.197,134.47,11.571
42.25,119.5,2.3049
108.42,121.47,61.024
113.65,122.05,61.026
114.7,122.21,53.578
120.19,123.07,54.276
122.65,123.36,49.319
126.33,123.9,46.67
126.33,123.9,46.67
134.11,126.56,39.007
141.51,130.27,31.273
149.03,132.96,23.83
156.93,137.14,17.283
161.07,144.43,9.616
109.94,195.53,40.945
107.53,196.59,38.54
105.39,198.2,36.391
102.86,198.99,33.858
100.4,199.94,31.415
98,201,29
126.33,123.9,46.67
135.36,122.23,37.528
144.38,118.79,28.886
153.38,119.64,20.037
163.15,117.06,11.322
170.5,111.67,4.6933
108.69,158.1,50.8
103.99,159.97,46.362
99.913,161.76,41.787
95.102,163.48,37.142
90.851,165.39,32.845
86.5,167.5,28.504
108.42,151.44,53.151
117.84,153.73,44.931
120.63,155.82,39.998
130.5,158.12,31.554
135.52,160.28,25.519
142.5,162.5,18.507
103.83,56.24,38.102
99.744,50.366,31.605
96.514,44.608,24.54
92.287,38.775,18.016
89.167,32.731,11.475
85.5,26.833,4.8591
